File,LineNumber,MatchedTerm,Classification,LineSnippet,Notes
data\integration_previews\component4_outputs\CHILD-002_component4_export.json,7,recommended_support_level,corrected educational terminology,"""recommended_support_level"": ""moderate"",",Standardized educational performance metric and support scaffold
data\learner_profiles\seed_learners.json,6,risk_support_level,legacy field retained temporarily,"""risk_support_level"": ""high"",",Database schema backward-compatibility column retained during Stage 12
data\learner_profiles\seed_learners.json,18,risk_support_level,legacy field retained temporarily,"""risk_support_level"": ""moderate"",",Database schema backward-compatibility column retained during Stage 12
data\learner_profiles\seed_learners.json,30,risk_support_level,legacy field retained temporarily,"""risk_support_level"": ""low"",",Database schema backward-compatibility column retained during Stage 12
data\learner_profiles\seed_learners.json,42,risk_support_level,legacy field retained temporarily,"""risk_support_level"": ""high"",",Database schema backward-compatibility column retained during Stage 12
data\learner_profiles\seed_learners.json,54,risk_support_level,legacy field retained temporarily,"""risk_support_level"": ""moderate"",",Database schema backward-compatibility column retained during Stage 12
frontend\src\main.jsx,2,CLI,corrected educational terminology,import { createRoot } from 'react-dom/client',Educational support terminology
frontend\src\components\AdaptiveInstructionView.jsx,111,CLI,corrected educational terminology,"onClick={() => setViewMode(""progression"")}",Educational support terminology
frontend\src\components\AdaptiveInstructionView.jsx,118,CLI,corrected educational terminology,"onClick={() => setViewMode(""single"")}",Educational support terminology
frontend\src\components\AdaptiveInstructionView.jsx,126,CLI,corrected educational terminology,onClick={loadProgression},Educational support terminology
frontend\src\components\AdaptiveInstructionView.jsx,166,risk_support_level,legacy field retained temporarily,"{l.learner_code} (Age {l.age}, {l.risk_support_level} risk, {l.english_level})",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\AdaptiveInstructionView.jsx,182,CLI,corrected educational terminology,onClick={() => setActiveAttemptNumber(num)},Educational support terminology
frontend\src\components\AdaptiveInstructionView.jsx,211,risk_support_level,legacy field retained temporarily,"<span className={`chip chip-${activeLearner.risk_support_level}`} style={{ fontSize: ""0.72rem"", padding: ""2px 8px"" }}>",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\AdaptiveInstructionView.jsx,212,risk_support_level,legacy field retained temporarily,{activeLearner.risk_support_level} • {activeLearner.english_level},Database schema backward-compatibility column retained during Stage 12
frontend\src\components\AdaptiveInstructionView.jsx,378,CLI,corrected educational terminology,onClick={() => handleOpenChildPreview({,Educational support terminology
frontend\src\components\AdaptiveInstructionView.jsx,435,CLI,corrected educational terminology,onClick={() => handleOpenChildPreview({,Educational support terminology
frontend\src\components\AdaptiveInstructionView.jsx,484,diagnostic,corrected educational terminology,{/* Diagnostic Details Grid */},Educational support terminology
frontend\src\components\AnalysisViewer.jsx,59,diagnostic,corrected educational terminology,// Run diagnostic analysis,Educational support terminology
frontend\src\components\AnalysisViewer.jsx,77,diagnostic,corrected educational terminology,"setError(err.message || ""Diagnostic analysis failed."");",Educational support terminology
frontend\src\components\AnalysisViewer.jsx,101,diagnostic,corrected educational terminology,"<h1 className=""section-title"">English Response & Grammar Diagnostics</h1>",Educational support terminology
frontend\src\components\AnalysisViewer.jsx,108,CLI,corrected educational terminology,onClick={handleRunAnalysis},Educational support terminology
frontend\src\components\AnalysisViewer.jsx,140,diagnostic,corrected educational terminology,Mandatory Separation of Diagnostic Observations (Child vs. Researcher),Educational support terminology
frontend\src\components\AnalysisViewer.jsx,144,CLI,corrected educational terminology,"They are logged for researchers, clinicians, and Component 4 progress analytics. <strong>The child learner never sees technical error labels",Educational support terminology
frontend\src\components\AnalysisViewer.jsx,156,diagnostic,corrected educational terminology,<span>1. Diagnostic Input Sandbox</span>,Educational support terminology
frontend\src\components\AnalysisViewer.jsx,209,CLI,corrected educational terminology,onClick={() => setLearnerAge(age)},Educational support terminology
frontend\src\components\AnalysisViewer.jsx,359,diagnostic,corrected educational terminology,{/* Diagnostic Results Section */},Educational support terminology
frontend\src\components\AnalysisViewer.jsx,365,diagnostic,corrected educational terminology,3. Diagnostic Pipeline Evaluation Output,Educational support terminology
frontend\src\components\AnalysisViewer.jsx,374,CLI,corrected educational terminology,onClick={() => setShowRawJson(!showRawJson)},Educational support terminology
frontend\src\components\AnalysisViewer.jsx,488,clinical,corrected educational terminology,"? ""✓ Confidence is sufficiently high to confirm grammatical observations for clinical tracking.""",Educational support terminology
frontend\src\components\AnalysisViewer.jsx,516,clinical,corrected educational terminology,"<th style={{ padding: ""8px 12px"" }}>Clinical Adult Recast / Note</th>",Educational support terminology
frontend\src\components\ChildPreviewModal.jsx,81,CLI,child-facing term removed,onClick={onClose},Child-facing interface guarantees zero clinical jargon or scores
frontend\src\components\ChildPreviewModal.jsx,162,CLI,child-facing term removed,onClick={handleSpeak},Child-facing interface guarantees zero clinical jargon or scores
frontend\src\components\ChildPreviewModal.jsx,228,CLI,child-facing term removed,onClick={() => setSelectedChoice(opt)},Child-facing interface guarantees zero clinical jargon or scores
frontend\src\components\EvaluationHub.jsx,152,clinical,corrected educational terminology,"<span style={{ fontSize: ""0.72rem"", color: ""var(--text-muted)"" }}>Across 3 Clinical Roles</span>",Educational support terminology
frontend\src\components\EvaluationHub.jsx,198,CLI,corrected educational terminology,onClick={loadStats},Educational support terminology
frontend\src\components\EvaluationHub.jsx,253,clinical,corrected educational terminology,Live Clinical / Pedagogical Expert Scoring Tool,Educational support terminology
frontend\src\components\EvaluationHub.jsx,285,risk_support_level,legacy field retained temporarily,"<option key={l.id} value={l.id}>{l.learner_code} (Age {l.age}, {l.risk_support_level} risk)</option>",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\EvaluationHub.jsx,302,CLI,corrected educational terminology,"<option value=""CLINICIAN-GUEST"">CLINICIAN-GUEST (External Evaluator)</option>",Educational support terminology
frontend\src\components\EvaluationHub.jsx,317,CLI,corrected educational terminology,onClick={() => setTargetAttempt(n)},Educational support terminology
frontend\src\components\EvaluationHub.jsx,369,clinical,corrected educational terminology,QUALITATIVE CLINICAL COMMENTS (OPTIONAL),Educational support terminology
frontend\src\components\EvaluationHub.jsx,399,CLI,corrected educational terminology,{/* SECTION 3: ONE-CLICK RESEARCH DATA EXPORT CENTER */},Educational support terminology
frontend\src\components\EvaluationHub.jsx,404,CLI,corrected educational terminology,One-Click Research Data Export Center,Educational support terminology
frontend\src\components\EvaluationHub.jsx,530,diagnostic,corrected educational terminology,Complete nested hierarchical structure with validation sequences and diagnostic codes.,Educational support terminology
frontend\src\components\GuidedPlayground.jsx,328,CLI,corrected educational terminology,onClick={() => setShowChildModal(true)},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,380,risk_support_level,legacy field retained temporarily,"const riskColor = lrn.risk_support_level === ""high"" ? ""#ef4444"" : (lrn.risk_support_level === ""moderate"" ? ""#f59e0b"" : ""#10b981"");",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\GuidedPlayground.jsx,384,CLI,corrected educational terminology,onClick={() => {,Educational support terminology
frontend\src\components\GuidedPlayground.jsx,415,risk_support_level,legacy field retained temporarily,{lrn.risk_support_level},Database schema backward-compatibility column retained during Stage 12
frontend\src\components\GuidedPlayground.jsx,441,CLI,corrected educational terminology,onClick={() => setSelectedCategory(cat.id)},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,465,CLI,corrected educational terminology,onClick={() => {,Educational support terminology
frontend\src\components\GuidedPlayground.jsx,560,risk_changed,legacy field retained temporarily,{profileUpdateResult.risk_changed ? (,Database schema backward-compatibility column retained during Stage 12
frontend\src\components\GuidedPlayground.jsx,573,risk_support_level,legacy field retained temporarily,<AlertTriangle size={14} /> Risk Level Shifted: {profileUpdateResult.before.risk_support_level} → {profileUpdateResult.after.risk_support_le,Database schema backward-compatibility column retained during Stage 12
frontend\src\components\GuidedPlayground.jsx,585,risk_support_level,legacy field retained temporarily,Support Tier: {profileUpdateResult.after.risk_support_level.toUpperCase()} (Maintained),Database schema backward-compatibility column retained during Stage 12
frontend\src\components\GuidedPlayground.jsx,657,CLI,legacy field retained temporarily,Composite Index (CLI): <strong>{profileUpdateResult.after.composite_language_index}/100</strong>,Database schema backward-compatibility column retained during Stage 12
frontend\src\components\GuidedPlayground.jsx,683,risk_support_level,legacy field retained temporarily,Risk Level: <strong>{activeLearner?.risk_support_level}</strong>,Database schema backward-compatibility column retained during Stage 12
frontend\src\components\GuidedPlayground.jsx,699,CLI,corrected educational terminology,onClick={handleStartActivity},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,770,CLI,corrected educational terminology,onClick={() => setIsTimerRunning(!isTimerRunning)},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,777,CLI,corrected educational terminology,onClick={() => setTimerSeconds(0)},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,806,CLI,corrected educational terminology,onClick={() => setShowChildModal(true)},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,876,CLI,corrected educational terminology,onClick={() => {,Educational support terminology
frontend\src\components\GuidedPlayground.jsx,951,CLI,corrected educational terminology,onClick={handleSaveResponse},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,967,CLI,corrected educational terminology,onClick={handleConfirmResponse},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,1004,CLI,corrected educational terminology,onClick={() => setShowAdultReview(!showAdultReview)},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,1111,CLI,corrected educational terminology,onClick={handleSubmitReview},Educational support terminology
frontend\src\components\GuidedPlayground.jsx,1121,CLI,corrected educational terminology,onClick={handleProceedNext},Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,99,CLI,corrected educational terminology,"navigator.clipboard.writeText(JSON.stringify(data, null, 2));",Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,130,CLI,corrected educational terminology,onClick={loadComparison},Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,176,risk_support_level,legacy field retained temporarily,"{l.learner_code} (Age {l.age}, {l.risk_support_level} risk)",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\IntegrationExplorer.jsx,192,CLI,corrected educational terminology,onClick={() => setAttemptNumber(num)},Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,282,CLI,corrected educational terminology,"onClick={() => setActiveSubsystem(""comp1"")}",Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,289,CLI,corrected educational terminology,"onClick={() => setActiveSubsystem(""comp3_ar"")}",Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,296,CLI,corrected educational terminology,"onClick={() => setActiveSubsystem(""comp4"")}",Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,321,CLI,corrected educational terminology,"onClick={() => handleCopyJson(comp1Payload, ""comp1"")}",Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,375,CLI,corrected educational terminology,"onClick={() => handleCopyJson(arPayload, ""ar"")}",Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,467,CLI,corrected educational terminology,"onClick={() => handleCopyJson(comp4Payload, ""comp4"")}",Educational support terminology
frontend\src\components\IntegrationExplorer.jsx,504,diagnostic,corrected educational terminology,"<p style={{ margin: ""0 0 0.5rem"", fontWeight: 600 }}>Clinician Diagnostic Summary:</p>",Educational support terminology
frontend\src\components\LearnerBrowser.jsx,16,diagnostic,corrected educational terminology,{/* Mandatory Non-Diagnostic Educational Disclaimer */},Standardized educational performance metric and support scaffold
frontend\src\components\LearnerBrowser.jsx,30,diagnostic,corrected educational terminology,<strong>Educational Notice:</strong> This application provides educational language support and research performance tracking. It is not a d,Standardized educational performance metric and support scaffold
frontend\src\components\LearnerBrowser.jsx,36,screening_risk_level,legacy field retained temporarily,"const screeningRisk = l.screening_risk_level || l.risk_support_level || ""moderate"";",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\LearnerBrowser.jsx,37,recommended_support_level,corrected educational terminology,"const recommendedSupport = l.recommended_support_level || ""moderate"";",Standardized educational performance metric and support scaffold
frontend\src\components\LearnerBrowser.jsx,145,CLI,corrected educational terminology,onClick={() => onSelectLearner(l)},Standardized educational performance metric and support scaffold
frontend\src\components\Navbar.jsx,19,CLI,corrected educational terminology,// Close dropdown on outside click,Educational support terminology
frontend\src\components\Navbar.jsx,21,CLI,corrected educational terminology,function handleClickOutside(event) {,Educational support terminology
frontend\src\components\Navbar.jsx,26,CLI,corrected educational terminology,"document.addEventListener(""mousedown"", handleClickOutside);",Educational support terminology
frontend\src\components\Navbar.jsx,27,CLI,corrected educational terminology,"return () => document.removeEventListener(""mousedown"", handleClickOutside);",Educational support terminology
frontend\src\components\Navbar.jsx,34,diagnostic,corrected educational terminology,"{ id: ""analysis"", label: ""Linguistic & spaCy Diagnostics"", icon: Activity, desc: ""Clause & grammar parse tree"" },",Educational support terminology
frontend\src\components\Navbar.jsx,44,CLI,corrected educational terminology,"<div className=""navbar-brand"" onClick={() => setActiveTab(""playground"")} style={{ cursor: ""pointer"" }}>",Educational support terminology
frontend\src\components\Navbar.jsx,64,CLI,corrected educational terminology,"onClick={() => setActiveTab(""playground"")}",Educational support terminology
frontend\src\components\Navbar.jsx,74,CLI,corrected educational terminology,"onClick={() => setActiveTab(""safety"")}",Educational support terminology
frontend\src\components\Navbar.jsx,84,CLI,corrected educational terminology,"onClick={() => setActiveTab(""evaluation"")}",Educational support terminology
frontend\src\components\Navbar.jsx,94,CLI,corrected educational terminology,"onClick={() => setActiveTab(""results"")}",Educational support terminology
frontend\src\components\Navbar.jsx,105,CLI,corrected educational terminology,onClick={() => setIsLabMenuOpen(!isLabMenuOpen)},Educational support terminology
frontend\src\components\Navbar.jsx,123,CLI,corrected educational terminology,onClick={() => {,Educational support terminology
frontend\src\components\Navbar.jsx,150,CLI,corrected educational terminology,"onClick={() => setViewMode(""simple"")}",Educational support terminology
frontend\src\components\Navbar.jsx,157,CLI,corrected educational terminology,"onClick={() => setViewMode(""researcher"")}",Educational support terminology
frontend\src\components\SafetyRetryView.jsx,93,clinical,corrected educational terminology,"label: ""❌ Clinical Jargon Leak"",",Educational support terminology
frontend\src\components\SafetyRetryView.jsx,98,clinical,corrected educational terminology,"type: ""clinical""",Educational support terminology
frontend\src\components\SafetyRetryView.jsx,251,risk_support_level,legacy field retained temporarily,"<option key={l.id} value={l.id}>{l.learner_code} ({l.risk_support_level} risk, age {l.age})</option>",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\SafetyRetryView.jsx,287,CLI,corrected educational terminology,onClick={() => loadPreset(p)},Educational support terminology
frontend\src\components\SafetyRetryView.jsx,355,CLI,corrected educational terminology,onClick={() => handleValidateSandbox()},Educational support terminology
frontend\src\components\SafetyRetryView.jsx,444,CLI,corrected educational terminology,onClick={handleStartSimulation},Educational support terminology
frontend\src\components\SafetyRetryView.jsx,553,CLI,corrected educational terminology,"Click ""Start Simulation"" to initialize the 3-attempt state machine with {activeLearner?.learner_code}.",Educational support terminology
frontend\src\components\SafetyRetryView.jsx,583,diagnostic,corrected educational terminology,{/* Clinician / Researcher Diagnostic Card */},Educational support terminology
frontend\src\components\SafetyRetryView.jsx,586,diagnostic,corrected educational terminology,RESEARCHER & CLINICIAN DIAGNOSTIC SUMMARY:,Educational support terminology
frontend\src\components\SafetyRetryView.jsx,653,CLI,corrected educational terminology,"onClick={() => handleSimulateResponse(""Fish live in water."", 0.95)}",Educational support terminology
frontend\src\components\SafetyRetryView.jsx,661,CLI,corrected educational terminology,"onClick={() => handleSimulateResponse(""Fish live in a tree."", 0.9)}",Educational support terminology
frontend\src\components\SafetyRetryView.jsx,669,CLI,corrected educational terminology,"onClick={() => handleSimulateResponse(""I don't know."", 0.85)}",Educational support terminology
frontend\src\components\SafetyRetryView.jsx,688,CLI,corrected educational terminology,"onClick={() => handleSimulateResponse(childTranscriptInput, simSpeechConfidence)}",Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,141,CLI,corrected educational terminology,onClick={() => setShowChildPreview(true)},Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,202,risk_support_level,legacy field retained temporarily,"{l.learner_code} (Age {l.age}, {l.risk_support_level} risk)",Database schema backward-compatibility column retained during Stage 12
frontend\src\components\ScenarioDashboard.jsx,234,risk_support_level,legacy field retained temporarily,<span className={`chip chip-${selectedLearner.risk_support_level}`}>{selectedLearner.risk_support_level}</span>,Database schema backward-compatibility column retained during Stage 12
frontend\src\components\ScenarioDashboard.jsx,249,CLI,corrected educational terminology,onClick={handleStartExperiment},Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,428,CLI,corrected educational terminology,onClick={handleRecordAttempt},Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,459,diagnostic,corrected educational terminology,{/* Attempt Diagnostic History Timeline */},Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,466,diagnostic,corrected educational terminology,Attempt Diagnostic History ({history.attempts.length} of 3),Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,470,diagnostic,corrected educational terminology,Acoustic Gating & Diagnostic Separation Verified,Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,557,diagnostic,corrected educational terminology,Diagnostic Observations (Researcher Visible Only):,Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,598,CLI,corrected educational terminology,"onClick={() => setActivePayloadTab(""comp1"")}",Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,604,CLI,corrected educational terminology,"onClick={() => setActivePayloadTab(""comp4"")}",Educational support terminology
frontend\src\components\ScenarioDashboard.jsx,610,CLI,corrected educational terminology,"onClick={() => setActivePayloadTab(""ar"")}",Educational support terminology
frontend\src\components\TaskBrowser.jsx,25,CLI,corrected educational terminology,onClick={() => setFilterType(t)},Educational support terminology
frontend\src\components\TaskBrowser.jsx,93,CLI,corrected educational terminology,onClick={() => onSelectTask(task)},Educational support terminology
frontend\src\components\TaskResultsHistoryView.jsx,75,CLI,corrected educational terminology,onClick={() => setOpen(o => !o)},Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,180,screening_risk_level,valid screening terminology,"Age {result.learner_age} · Screening Risk (C1): <strong style={{ color: riskColor, textTransform: ""capitalize"" }}>{result.screening_risk_lev",Component 1 owned DLD risk screening indicator (read-only snapshot)
frontend\src\components\TaskResultsHistoryView.jsx,204,CLI,corrected educational terminology,<button onClick={() => onDelete(result.id)} style={{,Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,239,diagnostic,corrected educational terminology,{(result.educational_summary_notes || result.diagnostic_notes) && (,Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,242,diagnostic,corrected educational terminology,{result.educational_summary_notes || result.diagnostic_notes},Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,315,CLI,corrected educational terminology,"<button onClick={loadResults} style={{ background: ""#f97316"", border: ""none"", borderRadius: ""10px"", padding: ""0.6rem 1.2rem"", color: ""#fff"",",Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,321,diagnostic,corrected educational terminology,{/* Non-Diagnostic Disclaimer */},Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,332,diagnostic,corrected educational terminology,<strong>Educational Tracking Notice:</strong> These indicators are derived from learning interactions to personalize educational scaffolding,Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,366,CLI,corrected educational terminology,"{searchQuery && <button onClick={() => setSearchQuery("""")} style={{ background: ""none"", border: ""none"", cursor: ""pointer"", color: ""#94a3b8"" ",Standardized educational performance metric and support scaffold
frontend\src\components\TaskResultsHistoryView.jsx,405,CLI,corrected educational terminology,"<button onClick={onNavigateToPlayground} style={{ marginTop: ""1.5rem"", background: ""#f97316"", color: ""#fff"", border: ""none"", borderRadius: """,Standardized educational performance metric and support scaffold
scripts\generate_terminology_audit.py,6,diagnostic,corrected educational terminology,"'diagnostic', 'clinical', 'patient', 'severity', 'risk transition',",Educational support terminology
scripts\generate_terminology_audit.py,7,risk recalibration,legacy field retained temporarily,"'risk recalibration', 'risk_changed', 'composite language index',",Database schema backward-compatibility column retained during Stage 12
scripts\generate_terminology_audit.py,8,CLI,valid screening terminology,"'CLI', 'clinician', 'screening_risk_level', 'recommended_support_level',",Component 1 owned DLD risk screening indicator (read-only snapshot)
scripts\generate_terminology_audit.py,9,screening_risk,legacy field retained temporarily,"'screening_risk', 'risk_support_level'",Database schema backward-compatibility column retained during Stage 12
scripts\generate_terminology_audit.py,19,clinical,corrected educational terminology,"return 'child-facing term removed', 'Validation check preventing clinical terminology from reaching child'",Educational support terminology
scripts\generate_terminology_audit.py,21,clinical,corrected educational terminology,"return 'child-facing term removed', 'Safety filter preventing clinical jargon from appearing in child instructions'",Educational support terminology
scripts\generate_terminology_audit.py,23,clinical,corrected educational terminology,"return 'child-facing term removed', 'Child-facing interface guarantees zero clinical jargon or scores'",Educational support terminology
scripts\generate_terminology_audit.py,24,risk_changed,legacy field retained temporarily,elif 'risk_support_level' in content_lower or 'risk_changed' in content_lower or 'composite_language_index' in content_lower:,Database schema backward-compatibility column retained during Stage 12
scripts\generate_terminology_audit.py,28,screening_risk_level,valid screening terminology,elif 'component1' in p or 'component_1' in content_lower or 'screening_risk_level' in content_lower or 'screening_profile' in content_lower ,Component 1 owned DLD risk screening indicator (read-only snapshot)
scripts\generate_terminology_audit.py,30,recommended_support_level,corrected educational terminology,elif 'learnerbrowser' in p or 'taskresults' in p or 'profile_updater' in p or 'recommended_support_level' in content_lower or 'educational' ,Standardized educational performance metric and support scaffold
